"id","conference","title","work_type","url","parent_session"
"369","5","Electronic Markup and Management Application (EMMA)","2","http://web.archive.org/web/20040903204223/http://www.hum.gu.se/allcach2004/AP/html/prop135.html",""
"370","5","Recommendations of the TEI Task Force on SGML to XML Migration","2","http://web.archive.org/web/20040903204958/http://www.hum.gu.se/allcach2004/AP/html/prop146.html",""
"371","5","Digital documentation of lesser-known languages in India: Its application in teaching Linguistics","2","http://web.archive.org/web/20040903204343/http://www.hum.gu.se/allcach2004/AP/html/prop18.html",""
"372","5","Text Analysis Markup Language (TAML)","2","http://web.archive.org/web/20040903204556/http://www.hum.gu.se/allcach2004/AP/html/prop123.html",""
"373","5","Möglichkeiten einer digitalen, annotierten und hypertextualisierten Edition von Holocaust-Literatur am Beispiel der Lodzer Getto Chronik","2","http://web.archive.org/web/20040903204550/http://www.hum.gu.se/allcach2004/AP/html/prop43.html",""
"374","5","Recent Projects and Products based on Open Source Software from Maryland Institute for Technology in the Humanities (MITH)","2","http://web.archive.org/web/20040903204837/http://www.hum.gu.se/allcach2004/AP/html/prop72.html",""
"375","5","Single Source Processing Of Historic Corpora For Diverse Uses","2","http://web.archive.org/web/20040903094414/http://www.hum.gu.se/allcach2004/AP/html/prop113.html",""
"376","5","Unification of XML Documents with Concurrent Markup","2","http://web.archive.org/web/20040903204925/http://www.hum.gu.se/allcach2004/AP/html/prop69.html",""
"377","5","Human Aging in the Trésor de la Langue Française","1","http://web.archive.org/web/20040903094242/http://www.hum.gu.se/allcach2004/AP/html/prop60.html","7130"
"378","5","Making Space: Women's Writing in France, 1750-1900","1","",""
"379","5","BalzacÂs reinterpretation of the Gothic topos of the debauched convent","1","http://web.archive.org/web/20040903094242/http://www.hum.gu.se/allcach2004/AP/html/prop60.html","7130"
"380","5","No such thing as Humanities Computing? An analytical history of digital resource creation and computing in the humanities.","1","http://web.archive.org/web/20040903094039/http://www.hum.gu.se/allcach2004/AP/html/prop8.html",""
"381","5","Strategies for Creating Rich Prospect in Interfaces","1","http://web.archive.org/web/20040903094327/http://www.hum.gu.se/allcach2004/AP/html/prop90.html",""
"382","5","The Humanities Scholar in the Twenty-first Century: How Research is Done and What Support is Needed","1","http://web.archive.org/web/20040903094455/http://www.hum.gu.se/allcach2004/AP/html/prop139.html",""
"383","5","The Data Deluge: Developments and Delights","8","",""
"384","5","More Light, Less Lite: A Text Encoding Guide for Literary Scholars","1","http://web.archive.org/web/20040903094506/http://www.hum.gu.se/allcach2004/AP/html/prop154.html",""
"385","5","TEI: ""xml:lang sucks, let's use it anyway""","1","http://web.archive.org/web/20040903094458/http://www.hum.gu.se/allcach2004/AP/html/prop142.html",""
"386","5","Authoring Scholarly Articles: TEI or Not TEI","1","http://web.archive.org/web/20040903094056/http://www.hum.gu.se/allcach2004/AP/html/prop124.html",""
"387","5","TAPoR: Tools, Architectures, and Techniques","23","http://web.archive.org/web/20040813084849/http://www.hum.gu.se/allcach2004/AP/html/prop136.html",""
"388","5","Text Document Prospect","1","",""
"389","5","Testing Burrows's 'Delta'","1","http://web.archive.org/web/20040903094129/http://www.hum.gu.se/allcach2004/AP/html/prop5.html",""
"390","5","Before Multiculturalism: Stylometric Analysis of a Collaboration by Lockwood and Rudyard Kipling","1","http://web.archive.org/web/20040903094142/http://www.hum.gu.se/allcach2004/AP/html/prop55.html",""
"391","5","Penninc versus Vostaert. Contrasting co-authors by means of authorship attribution techniques","1","http://web.archive.org/web/20040903094235/http://www.hum.gu.se/allcach2004/AP/html/prop51.html",""
"392","5","Legacy Data Migration: A pilot study on the methodological feasibility of conversion and enhancement of electronic resources.","1","http://web.archive.org/web/20040903094158/http://www.hum.gu.se/allcach2004/AP/html/prop58.html",""
"393","5","The Future of Markup is Multilingual","1","http://web.archive.org/web/20040903094418/http://www.hum.gu.se/allcach2004/AP/html/prop119.html",""
"394","5","Combining Markup Semantics and Semantic Markup: A secret marriage","1","http://web.archive.org/web/20040903094304/http://www.hum.gu.se/allcach2004/AP/html/prop71.html",""
"395","5","Joined-up thinking: electronic texts relating to medieval Ireland","3","http://web.archive.org/web/20040804020359/http://www.hum.gu.se/allcach2004/AP/html/prop64.html",""
"396","5","The TextServer Standard and Initial Implementations","3","http://web.archive.org/web/20040903094119/http://www.hum.gu.se/allcach2004/AP/html/prop15.html",""
"397","5","Text and Figure in Theodosius of Bithynia: An XML-Based Approach","1","http://web.archive.org/web/20040903094238/http://www.hum.gu.se/allcach2004/AP/html/prop59.html",""
"398","5","Creating a Distance Research Environment (DRE) for the Mapas Project","1","http://web.archive.org/web/20040903094100/http://www.hum.gu.se/allcach2004/AP/html/prop81.html",""
"399","5","Unicode in Multilingual Text Projects: A Status Report from the Script Encoding Initiative, UC Berkeley","1","http://web.archive.org/web/20040903094318/http://www.hum.gu.se/allcach2004/AP/html/prop79.html",""
"400","5","Dealing with difficult characters: XML encoding and the Private Use Area of Unicode","1","http://web.archive.org/web/20040903094300/http://www.hum.gu.se/allcach2004/AP/html/prop68.html",""
"401","5","An on-line Laboratory for Linguistic Research - Complete works of Dante lemmatized","23","http://web.archive.org/web/20040903094216/http://www.hum.gu.se/allcach2004/AP/html/prop39.html",""
"402","5","The Determination and Use of Controls","1","http://web.archive.org/web/20040903094213/http://www.hum.gu.se/allcach2004/AP/html/prop40.html",""
"403","5","On Composership Attribution","1","http://web.archive.org/web/20040903094313/http://www.hum.gu.se/allcach2004/AP/html/prop77.html",""
"404","5","Humanities Computing on the Great Plains: Multilingualism, Multiculturalism, and the Politics of Funding","1","http://web.archive.org/web/20040903094436/http://www.hum.gu.se/allcach2004/AP/html/prop131.html",""
"405","5","Reading the Readers: Modelling Complex Humanities Processes to Build Cognitive Systems","1","http://web.archive.org/web/20040903094154/http://www.hum.gu.se/allcach2004/AP/html/prop9.html",""
"406","5","Writing with Media Â Reconfigurable Digital Archives in the Humanities","1","http://web.archive.org/web/20040903094440/http://www.hum.gu.se/allcach2004/AP/html/prop132.html",""
"407","5","Critical Gaming in the Arts and Humanities","23","http://web.archive.org/web/20040903094252/http://www.hum.gu.se/allcach2004/AP/html/prop66.html",""
"408","5","Hudson Bay and Hollivoot: The influence of English and other foreign languages on Finnish restaurant names","1","http://web.archive.org/web/20040903094343/http://www.hum.gu.se/allcach2004/AP/html/prop98.html",""
"409","5","The Nomen Nescio Project - Scandinavian Named Entity Recognition","1","http://web.archive.org/web/20040903094201/http://www.hum.gu.se/allcach2004/AP/html/prop53.html",""
"410","5","The Total Of The Phonostatistical Distances As An Indicator Of The Compactness Of The Language Taxons: Subgroup, Group, Family, Unity, Phylum, Union And Community","1","http://web.archive.org/web/20040903094052/http://www.hum.gu.se/allcach2004/AP/html/prop63.html",""
"411","5","Resource Discovery for Low Density Languages: Internet Search","1","http://web.archive.org/web/20040903094404/http://www.hum.gu.se/allcach2004/AP/html/prop112.html",""
"412","5","Iconic and symbolic representation in virtual worlds","1","http://web.archive.org/web/20040903094502/http://www.hum.gu.se/allcach2004/AP/html/prop151.html",""
"413","5","Multiculturalità e rete: voci migranti in Italia","1","http://web.archive.org/web/20040903094323/http://www.hum.gu.se/allcach2004/AP/html/prop84.html",""
"414","5","Dynamic environments for cross-cultural and cross-disciplinary online collaborations","3","http://web.archive.org/web/20040903094427/http://www.hum.gu.se/allcach2004/AP/html/prop129.html",""
"415","5","A New Cooperative Model: Scholars, Librarians, Publishers, and the Production of Electronic Resources","3","http://web.archive.org/web/20040903094229/http://www.hum.gu.se/allcach2004/AP/html/prop50.html",""
"416","5","The study of games and their culture","23","http://web.archive.org/web/20040813205058/http://www.hum.gu.se/allcach2004/AP/html/prop159.html",""
"417","5","Moll Flanders: Calculating Voice","1","http://web.archive.org/web/20040903094257/http://www.hum.gu.se/allcach2004/AP/html/prop67.html",""
"418","5","Regression Trees in Stylometry","1","http://web.archive.org/web/20040901083421/http://www.hum.gu.se/allcach2004/AP/html/prop45.html",""
"419","5","Another Method to Analyze the Introduction of Word-Types in Literary Works and Textbooks","1","http://web.archive.org/web/20040903094044/http://www.hum.gu.se/allcach2004/AP/html/prop83.html",""
"420","5","An open source implementation of PhiloLogic for large TEI-Lite document collections","1","http://web.archive.org/web/20040903094353/http://www.hum.gu.se/allcach2004/AP/html/prop100.html",""
"421","5","A Generic Application for Corpus Management and Administration","1","http://web.archive.org/web/20040903094335/http://www.hum.gu.se/allcach2004/AP/html/prop96.html",""
"422","5","The Application of GIS to the Creation of a Cultural Heritage Digital Resource","1","http://web.archive.org/web/20040903094246/http://www.hum.gu.se/allcach2004/AP/html/prop65.html",""
"423","5","Burrowing into Translation: Character Idiolects in Henryk Sienkiewicz's Trilogy and its Two English Translations","1","http://web.archive.org/web/20040903094447/http://www.hum.gu.se/allcach2004/AP/html/prop138.html",""
"424","5","Cohesive Explicitation in Translations","1","http://web.archive.org/web/20040903094116/http://www.hum.gu.se/allcach2004/AP/html/prop11.html",""
"425","5","teiPublisher a repository management system for TEI documents","1","http://web.archive.org/web/20040903094415/http://www.hum.gu.se/allcach2004/AP/html/prop118.html",""
"426","5","Using AMP technology (Apache, MySQL, PHP) for XML publication","1","http://web.archive.org/web/20040813193724/http://www.hum.gu.se/allcach2004/AP/html/prop156.html",""
"427","5","Way Beyond Powerpoint: XML-driven SVG for Presentations","1","http://web.archive.org/web/20040813193235/http://www.hum.gu.se/allcach2004/AP/html/prop114.html",""
"428","5","Italian NLP: Computational Linguistics Meets Literary Text Analysis","1","http://web.archive.org/web/20040903094339/http://www.hum.gu.se/allcach2004/AP/html/prop97.html",""
"429","5","Hermeneia: un banco de recursos multilingüe para el estudio de la literatura a través de las tecnologías digitales","1","http://web.archive.org/web/20040903094138/http://www.hum.gu.se/allcach2004/AP/html/prop33.html",""
"430","5","Form, Content, and the Philosopher's Stone","1","http://web.archive.org/web/20040903094514/http://www.hum.gu.se/allcach2004/AP/html/prop148-2.html",""
"431","5","Theory Restored","1","http://web.archive.org/web/20040825012941/http://www.hum.gu.se/allcach2004/AP/html/prop149.html",""
